origin,year,month,day,hour,temp,dewp,humid,wind_dir,wind_speed,wind_gust,precip,pressure,visib
EWR,2013,1,13,13,44.06,44.06,100,0,0,0,0,1020.9,0
EWR,2013,1,13,14,44.06,44.06,100,0,0,0,0,1021,0
EWR,2013,1,13,15,44.06,44.06,100,140,4.60312,5.2971784336,0,1021.1,0
EWR,2013,1,13,16,46.4,44.6,93.4,0,0,0,0,NULL,2
EWR,2013,1,13,17,46.4,44.6,93.4,0,3.45234,3.9728838252,0,NULL,3
EWR,2013,1,13,18,48.02,44.96,89.08,140,3.45234,3.9728838252,0,1018.1,3
EWR,2013,1,13,19,48.2,44.6,87.28,120,4.60312,5.2971784336,0,NULL,3
EWR,2013,1,13,20,46.4,44.6,93.4,110,5.7539,6.621473042,0,NULL,3
EWR,2013,1,13,21,46.94,44.06,89.65,0,0,0,0,1017.5,5
EWR,2013,1,13,22,48.02,44.96,89.08,0,0,0,0,1017.5,7
EWR,2013,1,13,23,48.92,44.96,86.13,0,0,0,0,1017.2,10
EWR,2013,1,14,0,48.2,46.4,93.45,0,0,0,0,NULL,2
EWR,2013,1,14,1,48.2,46.4,93.45,0,0,0,0,NULL,0
EWR,2013,1,14,2,48.02,48.02,100,0,0,0,0,1016.4,0
EWR,2013,1,14,3,48.02,48.02,100,0,0,0,0,1016.5,0
EWR,2013,1,14,4,48.02,48.02,100,0,0,0,0,1016.4,0
EWR,2013,1,14,5,48.2,48.2,100,0,0,0,0,NULL,0
EWR,2013,1,14,6,48.92,48.92,100,0,0,0,0,1015.9,0
EWR,2013,1,14,7,48.92,48.92,100,0,0,0,0,1016,0
EWR,2013,1,14,8,48.92,48.92,100,0,0,0,0,1015.7,0
EWR,2013,1,14,9,48.2,48.2,100,0,0,0,0,NULL,0
EWR,2013,1,14,10,48.92,48.92,100,140,3.45234,3.9728838252,0,1014,0
EWR,2013,1,14,11,51.08,51.08,100,0,3.45234,3.9728838252,0,1016,0
EWR,2013,1,14,12,51.8,51.8,100,290,6.90468,7.9457676504,0,NULL,0
EWR,2013,1,14,13,51.98,51.08,96.73,260,4.60312,5.2971784336,0,1017.7,2
EWR,2013,1,14,14,51.8,51.8,100,240,5.7539,6.621473042,0,NULL,3
EWR,2013,1,14,15,55.94,53.06,90.03,270,5.7539,6.621473042,0,1018.6,8
EWR,2013,1,14,16,57.92,50,74.86,320,11.5078,13.242946084,0,1018.6,9
EWR,2013,1,14,17,55.94,44.96,66.52,340,11.5078,13.242946084,0,1018.3,10
EWR,2013,1,14,18,57.02,44.06,61.81,320,10.35702,11.9186514756,0,1019,10
EWR,2013,1,14,19,55.94,37.94,50.72,340,12.65858,14.5672406924,0,1020,10
EWR,2013,1,14,20,55.04,39.02,54.67,350,13.80936,15.8915353008,0,1020.8,10
EWR,2013,1,14,21,53.06,30.92,42.58,320,14.96014,17.2158299092,0,1021,10
EWR,2013,1,14,22,51.08,30.92,45.81,330,10.35702,11.9186514756,0,1021.8,10
EWR,2013,1,14,23,51.08,30.02,44.16,330,11.5078,13.242946084,0,1022.4,10
EWR,2013,1,15,0,48.92,28.04,44.14,320,11.5078,13.242946084,0,1024.5,10
EWR,2013,1,15,1,48.02,26.96,43.67,330,12.65858,14.5672406924,0,1024.6,10
EWR,2013,1,15,2,44.06,30.92,59.64,330,17.2617,19.864419126,0,1025.1,10
EWR,2013,1,15,3,41,35.06,79.21,340,11.5078,13.242946084,0.04,1025.5,10
EWR,2013,1,15,4,41,35.96,82.09,350,8.05546,9.2700622588,0.02,1025.7,10
EWR,2013,1,15,5,39.92,35.96,85.61,50,4.60312,5.2971784336,0.02,1024.8,10
EWR,2013,1,15,6,37.94,35.06,89.25,30,9.20624,10.5943568672,0.03,1025.3,10
EWR,2013,1,15,7,37.4,35.6,93.14,20,12.65858,14.5672406924,0.03,NULL,9
EWR,2013,1,15,8,37.4,35.6,93.14,50,10.35702,11.9186514756,0,NULL,10
EWR,2013,1,15,9,35.96,32,85.37,360,8.05546,9.2700622588,0,1024.9,10
EWR,2013,1,15,10,35.96,30.92,81.72,360,10.35702,11.9186514756,0,1025.2,10
EWR,2013,1,15,11,37.04,30.02,75.5,360,8.05546,9.2700622588,0,1026,10
EWR,2013,1,15,12,37.04,28.04,69.63,10,9.20624,10.5943568672,0,1026.5,10
EWR,2013,1,15,13,37.04,28.04,69.63,10,12.65858,14.5672406924,0,1027.4,10
EWR,2013,1,15,14,37.04,26.96,66.6,10,13.80936,15.8915353008,0,1027.2,10
EWR,2013,1,15,15,37.04,26.06,64.17,20,10.35702,11.9186514756,0,1027.7,10
EWR,2013,1,15,16,39.02,24.98,56.77,360,11.5078,13.242946084,0,1026.8,10
EWR,2013,1,15,17,39.02,26.06,59.37,20,8.05546,9.2700622588,0,1025.4,10
EWR,2013,1,15,18,39.02,24.98,56.77,330,8.05546,9.2700622588,0,1025.2,10
EWR,2013,1,15,19,39.02,26.06,59.37,350,9.20624,10.5943568672,0,1024.9,10
EWR,2013,1,15,20,39.02,26.06,59.37,350,9.20624,10.5943568672,0,1025.4,10
EWR,2013,1,15,21,39.02,24.98,56.77,340,8.05546,9.2700622588,0,1025.5,10
EWR,2013,1,15,22,39.02,26.06,59.37,360,8.05546,9.2700622588,0,1025.1,10
EWR,2013,1,15,23,39.02,26.06,59.37,360,5.7539,6.621473042,0,1025.7,10
EWR,2013,1,16,0,37.94,26.06,61.94,10,4.60312,5.2971784336,0,1025,10
EWR,2013,1,16,1,37.94,24.98,59.22,20,6.90468,7.9457676504,0,1025.3,10
EWR,2013,1,16,2,37.94,26.96,64.29,30,5.7539,6.621473042,0,1024.1,10
EWR,2013,1,16,3,37.04,28.94,72.24,20,8.05546,9.2700622588,0,1023.7,9
EWR,2013,1,16,4,35.96,30.02,78.79,20,9.20624,10.5943568672,0.02,1023.3,8
EWR,2013,1,16,5,33.98,30.92,88.42,20,10.35702,11.9186514756,0.05,1023.1,6
EWR,2013,1,16,6,33.08,30.92,91.66,20,12.65858,14.5672406924,0.07,1021.9,6
EWR,2013,1,16,7,33.08,30.92,91.66,20,10.35702,11.9186514756,0.06,1021.6,5
EWR,2013,1,16,8,33.08,32,95.75,360,11.5078,13.242946084,0.13,1020.3,4
EWR,2013,1,16,9,32,32,100,20,8.05546,9.2700622588,0.11,NULL,3
EWR,2013,1,16,10,32,32,100,20,5.7539,6.621473042,0.09,1018.7,4
EWR,2013,1,16,11,33.8,32,93.03,10,5.7539,6.621473042,0.03,NULL,4
EWR,2013,1,16,12,33.8,32,93.03,10,6.90468,7.9457676504,0.02,NULL,2
EWR,2013,1,16,13,33.8,32,93.03,10,8.05546,9.2700622588,0.02,NULL,2
EWR,2013,1,16,14,33.98,33.08,96.46,340,6.90468,7.9457676504,0,1015.2,3
EWR,2013,1,16,15,33.98,32,92.36,350,5.7539,6.621473042,0.01,1015.5,3
EWR,2013,1,16,16,33.98,33.08,96.46,330,5.7539,6.621473042,0.02,1014.3,3
EWR,2013,1,16,17,33.98,33.08,96.46,30,5.7539,6.621473042,0,1012.2,3
EWR,2013,1,16,18,35.06,33.08,92.4,70,5.7539,6.621473042,0.01,1009,3
EWR,2013,1,16,19,35.6,33.8,93.08,310,11.5078,13.242946084,0,NULL,3
EWR,2013,1,16,20,35.6,33.8,93.08,0,5.7539,6.621473042,0,NULL,3
EWR,2013,1,16,21,35.06,33.98,95.79,0,5.7539,6.621473042,0,1012.9,6
EWR,2013,1,16,22,35.6,33.8,93.08,230,6.90468,7.9457676504,0,NULL,6
EWR,2013,1,16,23,35.96,33.98,92.43,210,10.35702,11.9186514756,0,1012.6,7
EWR,2013,1,17,0,35.6,33.8,93.08,230,10.35702,11.9186514756,0,NULL,7
EWR,2013,1,17,1,37.4,33.8,86.69,240,11.5078,13.242946084,0,NULL,9
EWR,2013,1,17,2,37.4,33.8,86.69,250,10.35702,11.9186514756,0,NULL,9
EWR,2013,1,17,3,35.96,33.98,92.43,230,9.20624,10.5943568672,0,1013.1,10
EWR,2013,1,17,4,37.04,33.98,88.57,250,6.90468,7.9457676504,0,1013.2,10
EWR,2013,1,17,5,37.94,33.08,82.46,250,9.20624,10.5943568672,0,1013.6,10
EWR,2013,1,17,6,39.02,32,75.69,250,10.35702,11.9186514756,0,1013.7,10
EWR,2013,1,17,7,37.94,33.08,82.46,220,10.35702,11.9186514756,0,1014.2,10
EWR,2013,1,17,8,37.94,33.08,82.46,230,9.20624,10.5943568672,0,1013.9,10
EWR,2013,1,17,9,39.02,30.92,72.46,260,6.90468,7.9457676504,0,1013.5,10
EWR,2013,1,17,10,39.02,30.02,69.86,270,9.20624,10.5943568672,0,1014.5,10
EWR,2013,1,17,11,37.94,30.02,72.87,270,8.05546,9.2700622588,0,1015.8,10
EWR,2013,1,17,12,39.02,28.04,64.43,310,9.20624,10.5943568672,0,1016.7,10
EWR,2013,1,17,13,39.02,28.04,64.43,280,8.05546,9.2700622588,0,1017.9,10
EWR,2013,1,17,14,42.08,28.94,59.36,270,6.90468,7.9457676504,0,1018.1,10
EWR,2013,1,17,15,42.08,28.04,57.22,310,12.65858,14.5672406924,0,1018.2,10
EWR,2013,1,17,16,42.98,26.96,52.87,300,11.5078,13.242946084,0,1017.7,10
EWR,2013,1,17,17,46.04,26.96,47.05,330,12.65858,14.5672406924,0,1017.5,10
EWR,2013,1,17,18,44.06,26.06,48.87,300,11.5078,13.242946084,0,1017.5,10
EWR,2013,1,17,19,42.98,24.98,48.7,300,12.65858,14.5672406924,0,1017.4,10
EWR,2013,1,17,20,42.98,24.98,48.7,320,8.05546,9.2700622588,0,1017.7,10
EWR,2013,1,17,21,42.08,24.08,48.56,350,9.20624,10.5943568672,0,1018.3,10
EWR,2013,1,17,22,41,24.98,52.56,360,6.90468,7.9457676504,0,1018.4,10
EWR,2013,1,17,23,41,24.08,50.63,0,3.45234,3.9728838252,0,1019,10
EWR,2013,1,18,0,41,24.98,52.56,310,5.7539,6.621473042,0,1018.8,10
EWR,2013,1,18,1,39.02,23,52.26,350,11.5078,13.242946084,0,1018,10
EWR,2013,1,18,2,37.94,24.98,59.22,360,13.80936,15.8915353008,0,1017.7,10
EWR,2013,1,18,3,37.04,23,56.48,360,9.20624,10.5943568672,0,1016.6,10
EWR,2013,1,18,4,35.96,26.06,66.97,30,9.20624,10.5943568672,0,1016.9,10
EWR,2013,1,18,5,35.06,23,61.08,40,10.35702,11.9186514756,0,1016.9,10
EWR,2013,1,18,6,33.08,21.92,63.17,20,12.65858,14.5672406924,0,1018.3,10
EWR,2013,1,18,7,30.92,19.04,60.97,10,12.65858,14.5672406924,0,1019.2,10
EWR,2013,1,18,8,30.02,17.06,58.08,20,9.20624,10.5943568672,0,1019.2,10
EWR,2013,1,18,9,30.02,17.06,58.08,360,5.7539,6.621473042,0,1020.5,10
EWR,2013,1,18,10,30.02,15.98,55.42,340,12.65858,14.5672406924,0,1022.5,10
EWR,2013,1,18,11,28.94,15.08,55.69,350,12.65858,14.5672406924,0,1024.3,10
EWR,2013,1,18,12,28.04,12.92,52.57,330,21.86482,25.1615975596,0,1026.3,10
EWR,2013,1,18,13,28.04,8.06,42.32,340,16.11092,18.5401245176,0,1028,10
EWR,2013,1,18,14,28.94,6.98,38.85,310,16.11092,18.5401245176,0,1030.1,10
EWR,2013,1,18,15,30.02,5,33.97,330,14.96014,17.2158299092,0,1030.6,10
EWR,2013,1,18,16,30.92,6.98,35.84,300,12.65858,14.5672406924,0,1030.6,10
EWR,2013,1,18,17,30.92,5,32.75,300,10.35702,11.9186514756,0,1030.3,10
EWR,2013,1,18,18,30.92,1.94,28.44,340,16.11092,18.5401245176,0,1030.7,10
EWR,2013,1,18,19,30.92,3.02,29.9,330,9.20624,10.5943568672,0,1030.6,10
EWR,2013,1,18,20,30.92,1.94,28.44,310,10.35702,11.9186514756,0,1030.8,10
EWR,2013,1,18,21,28.94,1.94,30.82,270,10.35702,11.9186514756,0,1031.5,10
EWR,2013,1,18,22,28.94,3.02,32.41,250,8.05546,9.2700622588,0,1032.2,10
EWR,2013,1,18,23,26.96,5,38.5,220,5.7539,6.621473042,0,1032.3,10
EWR,2013,1,19,0,28.04,8.06,42.32,200,8.05546,9.2700622588,0,1032.3,10
EWR,2013,1,19,1,28.94,8.96,42.48,180,8.05546,9.2700622588,0,1031.5,10
EWR,2013,1,19,2,28.04,10.94,48.15,210,6.90468,7.9457676504,0,1031.7,10
EWR,2013,1,19,3,28.94,10.94,46.41,190,8.05546,9.2700622588,0,1030.8,10
EWR,2013,1,19,4,28.94,12.02,48.69,180,9.20624,10.5943568672,0,1029.4,10
EWR,2013,1,19,5,28.04,12.92,52.57,190,10.35702,11.9186514756,0,1029.4,10
EWR,2013,1,19,6,28.04,12.02,50.52,210,11.5078,13.242946084,0,1029.2,10
EWR,2013,1,19,7,28.94,14,53.13,200,13.80936,15.8915353008,0,1028.5,10
EWR,2013,1,19,8,30.02,15.98,55.42,200,13.80936,15.8915353008,0,1027.4,10
EWR,2013,1,19,9,28.94,17.06,60.69,210,9.20624,10.5943568672,0,1027.1,10
EWR,2013,1,19,10,30.02,19.04,63.24,220,10.35702,11.9186514756,0,1026.5,10
EWR,2013,1,19,11,30.92,21.02,66.34,210,10.35702,11.9186514756,0,1026.3,10
EWR,2013,1,19,12,32,21.92,65.97,230,13.80936,15.8915353008,0,1026,10
EWR,2013,1,19,13,35.06,24.08,63.91,210,18.41248,21.1887137344,0,1025.8,10
EWR,2013,1,19,14,37.94,24.98,59.22,220,17.2617,19.864419126,0,1025.4,10
EWR,2013,1,19,15,42.98,24.98,48.7,220,23.0156,26.485892168,0,1024.1,10
EWR,2013,1,19,16,46.04,24.98,43.34,230,20.71404,23.8373029512,0,1022,10
EWR,2013,1,19,17,48.02,24.98,40.22,220,23.0156,26.485892168,0,1020.4,10
EWR,2013,1,19,18,50,24.08,35.98,220,18.41248,21.1887137344,0,1019.4,10
EWR,2013,1,19,19,51.08,23,33.04,220,19.56326,22.5130083428,0,1018.7,10
EWR,2013,1,19,20,51.98,23,31.96,220,19.56326,22.5130083428,0,1018.1,10
EWR,2013,1,19,21,50,26.06,39.07,200,12.65858,14.5672406924,0,1017.6,10
EWR,2013,1,19,22,48.02,26.96,43.67,200,13.80936,15.8915353008,0,1017.5,10
EWR,2013,1,19,23,46.94,26.96,45.48,200,14.96014,17.2158299092,0,1017.2,10
EWR,2013,1,20,0,46.94,26.96,45.48,210,12.65858,14.5672406924,0,1016.9,10
EWR,2013,1,20,1,44.96,26.96,49.02,210,18.41248,21.1887137344,0,1016.1,10
EWR,2013,1,20,2,44.96,26.96,49.02,210,18.41248,21.1887137344,0,1015.3,10
EWR,2013,1,20,3,44.06,28.04,53.03,220,17.2617,19.864419126,0,1014.4,10
EWR,2013,1,20,4,42.98,28.04,55.27,220,16.11092,18.5401245176,0,1013.4,10
EWR,2013,1,20,5,41,28.04,59.65,200,11.5078,13.242946084,0,1012.1,10
EWR,2013,1,20,6,39.92,28.94,64.54,190,9.20624,10.5943568672,0,1011.3,10
EWR,2013,1,20,7,39.02,28.94,66.85,220,10.35702,11.9186514756,0,1010.9,10
EWR,2013,1,20,8,37.04,28.94,72.24,200,6.90468,7.9457676504,0,1010.1,10
EWR,2013,1,20,9,39.02,28.94,66.85,180,4.60312,5.2971784336,0,1008.9,10
EWR,2013,1,20,10,39.02,28.94,66.85,200,9.20624,10.5943568672,0,1008.1,10
EWR,2013,1,20,11,39.02,28.94,66.85,200,8.05546,9.2700622588,0,1007.5,10
EWR,2013,1,20,12,39.92,28.94,64.54,220,9.20624,10.5943568672,0,1007.3,10
EWR,2013,1,20,13,44.96,28.04,51.24,230,11.5078,13.242946084,0,1007.6,10
EWR,2013,1,20,14,48.92,28.04,44.14,230,16.11092,18.5401245176,0,1007.5,10
EWR,2013,1,20,15,53.96,28.04,36.63,240,19.56326,22.5130083428,0,1006.9,10
EWR,2013,1,20,16,53.96,26.96,35.04,250,19.56326,22.5130083428,0,1006,10
EWR,2013,1,20,17,55.94,24.08,28.93,260,20.71404,23.8373029512,0,1005.5,10
EWR,2013,1,20,18,53.96,19.04,25.12,260,25.31716,29.1344813848,0,1006,10
EWR,2013,1,20,19,53.06,14,20.87,250,26.46794,30.4587759932,0,1006.9,10
EWR,2013,1,20,20,51.98,14,21.72,290,23.0156,26.485892168,0,1008.3,10
EWR,2013,1,20,21,48.02,10.94,21.98,290,21.86482,25.1615975596,0,1009.8,10
EWR,2013,1,20,22,44.06,10.04,24.53,280,19.56326,22.5130083428,0,1011.5,10
EWR,2013,1,20,23,42.08,12.92,30.08,290,21.86482,25.1615975596,0,1012.7,10
EWR,2013,1,21,0,39.02,12.02,32.55,300,14.96014,17.2158299092,0,1014,10
EWR,2013,1,21,1,37.04,14,38.38,310,17.2617,19.864419126,0,1015.3,10
EWR,2013,1,21,2,33.98,12.02,39.72,310,12.65858,14.5672406924,0,1015.9,10
EWR,2013,1,21,3,32,10.94,40.99,310,16.11092,18.5401245176,0,1016.9,10
EWR,2013,1,21,4,30.02,10.04,42.66,320,12.65858,14.5672406924,0,1017.6,10
EWR,2013,1,21,5,28.94,8.06,40.79,310,11.5078,13.242946084,0,1017.8,10
EWR,2013,1,21,6,28.04,8.06,42.32,320,8.05546,9.2700622588,0,1018.6,10
EWR,2013,1,21,7,28.04,6.98,40.31,290,8.05546,9.2700622588,0,1018.7,10
EWR,2013,1,21,8,26.96,6.08,40.45,250,5.7539,6.621473042,0,1018.8,10
EWR,2013,1,21,9,26.06,6.98,43.74,240,5.7539,6.621473042,0,1018.8,10
EWR,2013,1,21,10,26.96,8.96,46.08,250,6.90468,7.9457676504,0,1018.8,10
EWR,2013,1,21,11,26.06,8.96,47.82,260,6.90468,7.9457676504,0,1019,10
EWR,2013,1,21,12,26.06,8.96,47.82,270,3.45234,3.9728838252,0,1019,10
EWR,2013,1,21,13,26.96,8.06,44.25,260,5.7539,6.621473042,0,1019.1,10
EWR,2013,1,21,14,28.04,8.96,44.07,230,3.45234,3.9728838252,0,1019.2,10
EWR,2013,1,21,15,28.94,8.96,42.48,0,0,0,0,1018.3,10
EWR,2013,1,21,16,30.02,8.96,40.65,180,6.90468,7.9457676504,0,1016.8,10
EWR,2013,1,21,17,30.92,10.04,41.13,170,8.05546,9.2700622588,0,1015.2,10
EWR,2013,1,21,18,32,10.04,39.38,240,9.20624,10.5943568672,0,1014.7,10
EWR,2013,1,21,19,32,10.94,40.99,190,8.05546,9.2700622588,0,1014,10
EWR,2013,1,21,20,30.92,12.02,44.92,200,6.90468,7.9457676504,0,1012.8,10
EWR,2013,1,21,21,32,12.02,43,0,0,0,0,1012.2,10
EWR,2013,1,21,22,32,12.92,44.74,160,3.45234,3.9728838252,0,1012.3,10
EWR,2013,1,21,23,32,12.92,44.74,0,0,0,0,1011.6,10
EWR,2013,1,22,0,32,14,46.92,300,8.05546,9.2700622588,0,1011.9,10
EWR,2013,1,22,1,30.02,17.06,58.08,330,9.20624,10.5943568672,0,1011.8,10
EWR,2013,1,22,2,30.02,15.98,55.42,260,9.20624,10.5943568672,0,1011.4,10
EWR,2013,1,22,3,28.04,17.06,62.97,300,16.11092,18.5401245176,0,1010.7,10
EWR,2013,1,22,4,26.96,12.92,54.95,290,12.65858,14.5672406924,0,1010.7,10
EWR,2013,1,22,5,26.06,6.08,41.98,290,10.35702,11.9186514756,0,1010.7,10
EWR,2013,1,22,6,24.98,6.98,45.74,270,13.80936,15.8915353008,0,1011.4,10
EWR,2013,1,22,7,24.08,6.98,47.49,280,18.41248,21.1887137344,0,1011.8,10
EWR,2013,1,22,8,23,6.98,49.69,280,16.11092,18.5401245176,0,1012.3,10
EWR,2013,1,22,9,21.02,6.98,54.03,290,16.11092,18.5401245176,0,1013.4,10
EWR,2013,1,22,10,19.94,6.08,54.3,290,14.96014,17.2158299092,0,1014.5,10
EWR,2013,1,22,11,19.94,5,51.68,280,13.80936,15.8915353008,0,1015.4,10
EWR,2013,1,22,12,19.4,6.8,57.41,280,16.11092,18.5401245176,0,NULL,9
EWR,2013,1,22,13,21.02,3.02,45.07,280,24.16638,27.8101867764,0,1017.3,10
EWR,2013,1,22,14,21.02,-2.02,35.6,300,24.16638,27.8101867764,0,1017.6,10
EWR,2013,1,22,15,21.92,-2.92,32.83,270,18.41248,21.1887137344,0,1017.8,10
EWR,2013,1,22,16,23,-5.98,27.09,300,21.86482,25.1615975596,0,1017.3,10
EWR,2013,1,22,17,23,-7.06,25.71,270,25.31716,29.1344813848,0,1016.8,10
EWR,2013,1,22,18,23,-5.98,27.09,290,19.56326,22.5130083428,0,1016.9,10
EWR,2013,1,22,19,23,-5.98,27.09,280,19.56326,22.5130083428,0,1017.3,10
EWR,2013,1,22,20,21.02,-7.06,27.95,290,21.86482,25.1615975596,0,1018.1,10
EWR,2013,1,22,21,19.04,-5.98,32.05,290,14.96014,17.2158299092,0,1019.1,10
EWR,2013,1,22,22,19.04,-5.08,33.47,280,13.80936,15.8915353008,0,1020.3,10
EWR,2013,1,22,23,17.96,-5.08,35.05,280,19.56326,22.5130083428,0,1021,10
EWR,2013,1,23,0,17.06,-5.98,34.89,290,20.71404,23.8373029512,0,1021.7,10
EWR,2013,1,23,1,15.98,-5.98,36.56,290,21.86482,25.1615975596,0,1022.2,10
EWR,2013,1,23,2,15.98,-0.94,46.51,300,14.96014,17.2158299092,0,1022.7,10
EWR,2013,1,23,3,15.08,-7.06,36.09,300,16.11092,18.5401245176,0,1023.3,10
EWR,2013,1,23,4,14,-7.96,36.21,280,14.96014,17.2158299092,0,1023.1,10
EWR,2013,1,23,5,12.92,-7.06,39.67,280,12.65858,14.5672406924,0,1022.9,10
EWR,2013,1,23,6,12.92,-7.96,37.97,270,11.5078,13.242946084,0,1023.3,10
EWR,2013,1,23,7,12.02,-7.06,41.28,270,10.35702,11.9186514756,0,1023.7,10
EWR,2013,1,23,8,12.02,-5.98,43.5,270,8.05546,9.2700622588,0,1023.5,10
EWR,2013,1,23,9,12.02,-5.08,45.43,270,9.20624,10.5943568672,0,1023.6,10
EWR,2013,1,23,10,10.94,-4,50.19,270,10.35702,11.9186514756,0,1023.8,10
EWR,2013,1,23,11,10.94,-4,50.19,270,11.5078,13.242946084,0,1024,10
EWR,2013,1,23,12,12.02,-2.92,50.37,270,11.5078,13.242946084,0,1024.2,10
EWR,2013,1,23,13,14,-2.02,48.18,270,12.65858,14.5672406924,0,1024.5,10
EWR,2013,1,23,14,15.98,-2.02,44.19,270,11.5078,13.242946084,0,1024.9,10
EWR,2013,1,23,15,17.96,-5.08,35.05,310,14.96014,17.2158299092,0,1024.4,10
EWR,2013,1,23,16,19.94,-5.98,30.84,320,12.65858,14.5672406924,0,1023.4,10
EWR,2013,1,23,17,19.94,-5.98,30.84,300,13.80936,15.8915353008,0,1022.3,10
EWR,2013,1,23,18,19.94,-4,33.92,290,11.5078,13.242946084,0,1021.8,10
EWR,2013,1,23,19,19.04,-5.98,32.05,270,17.2617,19.864419126,0,1021.8,10
EWR,2013,1,23,20,19.04,-5.98,32.05,300,14.96014,17.2158299092,0,1021.9,10
EWR,2013,1,23,21,17.96,-5.98,33.57,310,11.5078,13.242946084,0,1022.1,10
EWR,2013,1,23,22,17.06,-5.98,34.89,280,12.65858,14.5672406924,0,1022.7,10
EWR,2013,1,23,23,17.06,-4,38.38,300,8.05546,9.2700622588,0,1023.1,10
EWR,2013,1,24,0,15.98,-2.02,44.19,310,5.7539,6.621473042,0,1023,10
EWR,2013,1,24,1,15.98,-0.04,48.52,300,8.05546,9.2700622588,0,1022.7,10
EWR,2013,1,24,2,15.08,-0.04,50.46,270,5.7539,6.621473042,0,1022.9,10
EWR,2013,1,24,3,15.08,-0.04,50.46,280,4.60312,5.2971784336,0,1022.9,10
EWR,2013,1,24,4,15.08,1.04,53.07,280,4.60312,5.2971784336,0,1022.5,10
EWR,2013,1,24,5,14,-0.04,52.9,270,4.60312,5.2971784336,0,1021.6,10
EWR,2013,1,24,6,14,1.04,55.64,310,3.45234,3.9728838252,0,1021,10
EWR,2013,1,24,7,12.92,1.94,60.84,310,4.60312,5.2971784336,0,1020.7,10
EWR,2013,1,24,8,12.02,1.94,63.31,30,4.60312,5.2971784336,0,1020.7,10
EWR,2013,1,24,9,12.92,5,70.07,20,5.7539,6.621473042,0,1020.8,10
EWR,2013,1,24,10,14,3.02,61,350,5.7539,6.621473042,0,1021.5,10
EWR,2013,1,24,11,12.92,3.02,63.97,10,9.20624,10.5943568672,0,1022.2,10
EWR,2013,1,24,12,14,3.02,61,350,9.20624,10.5943568672,0,1022.7,10
EWR,2013,1,24,13,17.06,1.94,50.79,350,11.5078,13.242946084,0,1023.3,10
EWR,2013,1,24,14,19.04,-0.04,42.52,350,13.80936,15.8915353008,0,1023.8,10
EWR,2013,1,24,15,21.92,-5.08,29.61,310,18.41248,21.1887137344,0,1024.2,10
EWR,2013,1,24,16,23,-9.04,23.34,320,23.0156,26.485892168,0,1024,10
EWR,2013,1,24,17,24.08,-7.96,23.52,310,24.16638,27.8101867764,0,1023.8,10
EWR,2013,1,24,18,24.08,-7.06,24.57,330,28.7695,33.10736521,0,1024,10
EWR,2013,1,24,19,24.08,-5.98,25.89,320,25.31716,29.1344813848,0,1024.9,10
EWR,2013,1,24,20,24.08,-5.08,27.04,310,16.11092,18.5401245176,0,1025.8,10
EWR,2013,1,24,21,21.92,-4,31.18,320,21.86482,25.1615975596,0,1026.6,10
EWR,2013,1,24,22,21.02,-2.92,34.11,300,17.2617,19.864419126,0,1027.6,10
EWR,2013,1,24,23,19.94,-4,33.92,290,18.41248,21.1887137344,0,1028.5,10
EWR,2013,1,25,0,19.04,-2.92,37.11,300,20.71404,23.8373029512,0,1029,10
EWR,2013,1,25,1,17.96,-2.02,40.57,290,20.71404,23.8373029512,0,1028.6,10
EWR,2013,1,25,2,17.96,-0.94,42.69,300,12.65858,14.5672406924,0,1029,10
EWR,2013,1,25,3,17.06,-2.02,42.17,290,17.2617,19.864419126,0,1029.5,10
EWR,2013,1,25,4,15.98,-2.92,42.34,290,13.80936,15.8915353008,0,1029.7,10
EWR,2013,1,25,5,15.08,-2.92,44.04,290,16.11092,18.5401245176,0,1029.7,10
EWR,2013,1,25,6,14,-2.92,46.17,300,12.65858,14.5672406924,0,1030.3,10
EWR,2013,1,25,7,14,-2.02,48.18,290,16.11092,18.5401245176,0,1030.3,10
EWR,2013,1,25,8,12.92,-0.94,53.17,290,12.65858,14.5672406924,0,1030.4,10
EWR,2013,1,25,9,12.92,-0.94,53.17,260,5.7539,6.621473042,0,1030.3,10
EWR,2013,1,25,10,12.92,-0.04,55.47,280,13.80936,15.8915353008,0,1030,10
EWR,2013,1,25,11,12.92,1.04,58.34,280,6.90468,7.9457676504,0,1030,10
EWR,2013,1,25,12,14,1.94,58.02,0,4.60312,5.2971784336,0,1029.5,10
EWR,2013,1,25,13,15.98,3.02,55.95,300,6.90468,7.9457676504,0,1029.9,10
EWR,2013,1,25,14,17.96,3.02,51.36,280,6.90468,7.9457676504,0,1030.3,10
EWR,2013,1,25,15,19.94,1.94,44.88,280,5.7539,6.621473042,0,1029.3,10
EWR,2013,1,25,16,21.02,1.94,42.87,10,4.60312,5.2971784336,0,1027,10
EWR,2013,1,25,17,21.92,1.94,41.26,260,4.60312,5.2971784336,0,1026.1,10
EWR,2013,1,25,18,23,1.04,37.81,240,4.60312,5.2971784336,0,1024.5,10
EWR,2013,1,25,19,24.08,3.02,39.62,220,6.90468,7.9457676504,0,1023.7,10
EWR,2013,1,25,20,24.08,3.02,39.62,220,8.05546,9.2700622588,0,1023.2,10
EWR,2013,1,25,21,23,6.8,49.29,210,8.05546,9.2700622588,0,NULL,2
EWR,2013,1,25,22,21.2,12.2,67.73,240,11.5078,13.242946084,0,NULL,2
